,count
不买日本的任何商品，我们可以做到的,4
66666,4
出生啊！,4
拯救海洋，保护海洋，抵制日本排放核污水,4
《符合》,4
太可怕了,4
世界可以没有日本，但是海洋不能变成污水,4
保护我们的海洋！,4
没有年轻人,4
全是老头老太,4
达标,4
有什么用,4
拒绝核污水排放！！！！,4
坚决抵制日本往海洋排放核污水！！,4
哥斯拉是如何炼成的,4
不做人,4
该死,4
这么可怕，我们就看着日本排放是吗？,4
老人与海,4
坚决抵制福岛核污染水排海！！,4
苏醒吧，我的爱山,4
MD,4
保护海洋，保护地球！！！！,4
核电站之名，核武力之实          世界可以没有日本，但是不能没有海洋，坚决抵制日本排放核污水，同志们团结起来！！！,4
太自私了,4
重视强权而无视国际社会，重视一己私利而无视国际公共利益,4
好可怜,4
《央视新闻》,4
主持人好漂亮,4
排海应视为核打击，我们保留动用核武的权力,4
有病,4
只有一个地球！保护好我们唯一的家园！,4
没用,4
核岛,4
支持国家,4
《信誓旦旦保证》,4
人类可以没有日本，但不能没有海洋,4
30年？,4
救命啊,4
支持支持支持！！！,4
完蛋了,4
保护海洋 保护海洋 保护海洋 保护海洋 保护海洋 保护海洋 保护海洋,4
保护人类未来！,4
日本畜牲,4
保护地球！保护海洋！保护地球！保护海洋！,4
触发连招,4
怎么负责？,4
预告片,4
保护海洋！！！！！！！！！！！！,4
太过分了,4
请务必在日本对全世界发动核攻击消灭全人类之前给日本投放核弹！,4
厚颜无耻,4
几十,4
？？？？？,4
坚决抵制核污染水排海！,4
保护海洋，保护地球。,4
呃呃,4
好好好！！！,4
不要放弃，影响不仅海洋，还有咱们的生存,4
这一暂停就是几个世纪,4
正道需要主动权，主动权在大炮的射程范围之内,4
反对反对,4
早就排了,4
..,4
《可以饮用》,4
日本该死,4
顶顶顶顶顶顶,4
韩奸,4
00后主线任务：活下去,4
保护海洋！抵制排放！！,4
哦哦,4
保护海洋！！！！！保护海洋！！！！！保护海洋！！！！保护海洋！！！！！保护海洋！！！！保护海洋！！！！！保护海洋！！！！保护海洋！！！！！,4
滚,4
日本疯了,4
坚决抵制日本核污水排海！！！保护地球！！！,4
多少？,4
蚝爹油,4
不是早就排了吗,4
保护海洋！保护海洋！保护地球环境！,4
人类的罪人,4
白血病,4
见证历史！！！！！！,4
日本能不能去死,4
保护海洋！！！保护海洋！！！,4
保护地球，保护海洋！！！保护地球，保护海洋！！！,4
干的好,4
几十位,4
好！！！！！！,4
这两个都不是什么好东西！！！,4
扯淡 小日子 排 她们l连屁都不敢放,4
保护地球！！！保护海洋！！！保护地球！！！保护海洋！！保护地球！！！保护海洋！！！保护地球！！！保护海洋！！保护地球！！！保护海洋！！！保护地球！！！保护海洋！！保护地球！！！保护海洋！！！保护地球！,4
请加大力度！,4
堆芯没熄，每天都有新增核污水（30年是按8.24现量预计的）就是永久排,4
地球上最大的氧气来源是蓝藻，海里的蓝藻​,4
结束了,4
弹幕护体,4
抵制日本排放核污水！保护大海！保护！,4
啊啊啊,4
世界毒瘤,4
帅,4
强烈反对日本向大海排放核污染水，保护蔚蓝的海洋！,4
全是老年人,4
很日本,4
干它,4
BGM好评,4
地球可以没有日本，但绝不能没有海洋！,4
说的很对,4
人类灭绝计划,4
保护海洋！保护地球！保护海洋！保护地球！保护海洋！保护地球！保护海洋！保护地球！保护海洋！保护地球！,4
打它,4
丢弃幻想，准备斗争！,4
可以没有日本，不能没有海洋,4
李记者说的对,4
保护海洋保护地球！！！,4
太不要脸了,4
日本没了可以，但是还我太平洋！,4
好美,4
人类忘记了自己的起源又无视维持生存最起码的需要这样水和其他资源也就一同变成了人类漠然不顾的受难者适应这些化合物所需要的时间以自然历史的维度进行衡量它耗费的不是一代人的时间而是几代人的生命,3
天下为公,3
保护海洋！保护海洋！保护海洋！保护海洋！保护海洋！保护海洋！保护海洋！,3
小姐姐好美,3
已经在排了,3
年轻人要上班吧,3
见 证 历 史,3
保护海洋，保护地球​,3
拭目以待！,3
保护海洋生态！！！！！,3
一个人的沉默，叫“思考”，一群人的沉默，叫“冷漠”，所有人的沉默，叫“黑暗”，不要以为你的声音，无关紧要，每一个人都发声，世界就会得到光明​,3
河南拔智齿,3
保佑海洋保佑生灵！天给善灵善报给恶灵天谴！南无阿弥陀佛南无宝髻如来保佑！​,3
保护海洋生态保护海洋生态保护海洋生态,3
怒,3
啊米诺斯,3
国际友好手势,3
《示意图仅供参考，处理效果以实际为准》,3
会有报应的,3
已经结束啦,3
哦依稀,3
顾左右而言他,3
使  徒  照  片,3
早就偷排了,3
拯救地球,3
事实就是日本正在排核污染水,3
保护地球!保护海洋!,3
真讽刺,3
说到做到哦,3
一定要说到做到哦,3
有用吗,3
拿什么负责,3
X-MAN和哥斯拉的剧情都要出现了，喝一口，就可以变异新能力,3
《有信心》,3
加入光荣的进化吧！,3
说到做到啊,3
坚决抵制日本排放污染水！！！保护地球！！！,3
加热度！,3
又是你小子,3
说的真好听,3
三连了,3
经典,3
真是疯了,3
被污染的海盐就不能吃了，所以现在海盐还没被污染，要买多点盐是有必要的,3
灭日,3
战犯,3
上热门啊！！！！,3
能量既不会凭空产生，也不会凭空消失，它只会从一种形式转化为另一种形式，或者从一个物体转移到其它物体，而能量的总量保持不变。,3
氢弹！,3
。。。。。。,3
非常に新鮮で、非常に美味しい,3
《无法证明》,3
大海不是日本的下水道！,3
反对核污染水排海,3
《处理过的》,3
wc,3
多少？！,3
记者说的对,3
我的天呐,3
火啊！！！！我还年轻，不想这样死啊！！（哭）,3
没人？,3
啊啊啊啊,3
nb,3
像男的,3
坚决抵制日本投放核污水！,3
好消息，首页来的,3
核污染水中，仅放射性核元素就达上百种，别被日本蒙蔽！,3
鬼子是这样的,3
科学就是核污染水会污染海洋,3
天理难容！！！！,3
现在是8月24日,3
必须支持！！！！,3
收了多少钱？,3
支持！！！！！！！！！,3
马扁,3
没有之一,3
我同意,3
已阅,3
世界可以没有日本！但不能没有海洋！,3
反对排放！！！！！,3
保护海洋！保护地球！海洋必须保护！保护海洋！保护地球！海洋必须保护！,3
致敬英雄,3
天才,3
出 生 小 日 子,3
请加大力度！！！,3
《新世纪辐音战士》,3
日本向海洋排放核污水将对全世界海洋生态造成严重的破坏并导致对海洋生物造成致命的危害,3
保护海洋，保护海洋生物,3
辐射后,3
双喜临门,3
保护海洋!!!!,3
核污染水中所含的放射性核元素不是几十种，而是上百种！,3
大佐音,3
保护海洋！！！保护环境！！！,3
血压上来了,3
中韩友谊靠日本,3
注意安全呀！！！,3
已经结束嘞！,3
《真正的英雄》,3
坚决抵制日本核污水入海！,3
可恶的日本鬼子,3
弹幕,3
制裁小日子,3
反对排放！！！！！！,3
炎运宏开世界同,3
汉江怪物,3
炸它,3
变异の小曲,3
富士山启动,3
《战地记者》,3
没毛病,3
我……才十岁啊，我只看过一次海，却还不是最美丽的时候,3
反对排核，不买日货,3
哈哈是的呀,3
反对日本核污染水排海,3
《全力以赴》,3
我反对,3
太伟大了,3
核打击,3
eva,3
才300,3
我也反对,3
cs,3
说的好！！,3
世界可以没有日本，但是不能没有海洋！！,3
世界可以没有日本，地球不能没有海洋,3
紧跟时事,3
迪迦！,3
反对！！！,3
还不够,3
氢弹伺候,3
《日本管制标准》,3
我不想死,3
坚决抵制核污染水排放！,3
富士山喷发吧,3
危,3
让我们拭目以待,3
吓人,3
打倒日本鬼子,3
坚决抵制日本排核污染水入海！！！,3
你拿什么负责,3
250,3
呜呜呜,3
原来哥斯拉是纪录片,3
气死,3
 见证历史,3
人也太少了,3
日本狗,3
一意孤行,3
怎么负责,3
命运的齿轮开始变异,3
冒天下之大不韪,3
地球是我们人类唯一的家园！！！,3
保护地球，还我海洋！！我要蔚蓝的大海！！健康的地球！！！这个世界不缺一个岛国！！我只想要大海！！！不想让大海的蔚蓝成为历史！！！！！！！！,3
坚决抵制日本排放污染水！！！保护地球！！,3
保护海洋！！保护海洋！！保护海洋！！保护海洋！！保护海洋！！保护海洋！！保护海洋！！保护海洋！！保护海洋！！保护海洋！！保护海洋！！保护海洋！！保护海洋！！保护海洋！！保护海洋！！保护海洋！！保护海洋,3
蚌埠住了,3
d,3
主线任务：活着,3
见证历史！！！,3
how  dare  you,3
复活吧，我的爱山,3
《safe》,3
人类与地球是生命共同体！坚决抵制日本排放核污水,3
阿古茹！！,3
初生,3
向海洋排放核污水，等同于对沿海国家使用核武器！！！,3
我将以哥斯拉形态出击,3
第二次冲击,3
地球可以没有日本，但是不能没有海洋！！,3
老美日本做这些就是在阻碍咱们的发展，从疫情到现在无时无刻针对咱们，此时不打何来稳定发展？,3
打他啊,3
坚决抵抗，不做冷漠的看客！！,3
对对对,3
阴谋,3
废水和污水根本是两个概念,3
热度！,3
盖格一响，爹妈白养,3
这有什么用,3
不去日本旅游,3
好运来,3
李茜文说的对,3
说的对！,3
太讽刺了,3
毁灭吧，累了,3
《嬉皮笑脸》,3
必要措施是什么？,3
相当于多少人民币？,3
这个世界可以没有日本，但是不能没有海洋！,3
狗都不吃,3
纪录片,3
让更多人看见,3
好美啊,3
《再次重申》,3
不能麻木，决不妥协,3
保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护海洋保护,3
全面禁止日货,3
不买日本产品,3
辐光岛,3
想哭,3
好好好好,3
原子能机构就是个笑话,3
反对日本人排河废水。,3
蛇鼠一窝,3
许多,3
反对日本核污染水排海！！！！,3
不要脸啊,3
已经结束了！,3
好！！！！,3
核污水：使动物患重大疾病，   寿命大幅度缩短，严重致死。后代严重畸形，发育不成型，无法存活,3
有啥用,3
强烈支持！,3
建议禁止进口所有非必要的日本产品，让他知道疼才行！,3
富集效应,3
坚决抵制核污染水排海,3
哟西,3
复读机,3
开战！,3
保护海洋，功在当代，利在千秋,3
变异,3
多行不义必自毙,3
心痛,3
才57？,3
谢谢你们！,3
抵制日本货,3
民众要求尊老爱幼,3
氢弹呢,3
强烈谴责！,3
开战吧,3
真正的英雄,3
太恐怖了,3
不要麻木，不要沉默！,3
寥寥无几,3
不爱,3
世界罪人,3
保护海洋！保护生命！,3
——赤裸裸的荼毒涂炭、赤裸裸的毁灭灭绝！,3
疯了吧,3
日本真该死啊,3
西巴,3
抵制排放核污水，世界不能没有大海！！,3
全世界的劳动者联合起来,3
负责牛魔,3
这是人类的落日,3
好绝望啊,3
畜生↓,3
海洋是大家的！,3
不行,3
保护海洋 保护地球！,3
拒绝日货,3
恶人先告状,3
可以,3
保护海洋，保护地球，永不妥协，永不气馁,3
额,3
百氚东到海,3
说得好！！！,3
日畜,3
老狗,3
......,3
无耻之徒,3
以后海鲜不能吃了,3
全是老人啊,3
对日宣战,3
核污水仙人,3
世界可以没有日本，但绝对不能没有海洋,3
日本畜生,3
保护地球！保护海洋,3
量变引起质变,3
帅！,3
他慌了,3
tui,3
打他,3
才30%,3
好的,3
我发现越到后面，很多人会觉得发声没用，大家的情绪或许会越来越消极，但是我想说，一个人的声音很小，需要大家共同发声，在大是大非面前维护自己国家的主权和尊严是我们每个公民的义务，更何况海洋本身就是大家的共,3
使徒,3
海鲜不能吃了,3
不然呢,3
绝不妥协,3
全面禁止,3
上热搜上热搜,3
《躬匠精神》,3
全人类的罪人,3
